ROCK;IJK;XC;YC;ZC;XINC;YINC;ZINC;XMORIG;YMORIG;ZMORIG;NX;NY;NZ;DENSITY;AU;CU
8;206470;7953.75;6566.25;332.2498218;12.5;12.5;10.28986363;7410;6010;77.10489;95;95;50;1.75;1.75;0.14
6;206471;7953.75;6566.25;344.4986162;12.5;12.5;9.78745229;7410;6010;77.10489;95;95;50;2.01;9.296;0.5735
8;206518;7953.75;6578.75;308.4442972;12.5;12.5;12.32118559;7410;6010;77.10489;95;95;50;1.75;1.32;0.13
8;206519;7953.75;6578.75;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.43;0.13
8;206520;7953.75;6578.75;336.0823492;12.5;12.5;0.02534261;7410;6010;77.10489;95;95;50;1.75;0.68;0.07
6;206520;7953.75;6578.75;337.8499552;12.5;12.5;3.50986953;7410;6010;77.10489;95;95;50;2.01;0.68;0.07
8;206520;7953.75;6578.75;331.5872839;12.5;12.5;8.96478785;7410;6010;77.10489;95;95;50;1.75;0.68;0.07
6;206521;7953.75;6578.75;342.3942455;12.5;12.5;5.57871099;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;206567;7953.75;6591.25;296.0285268;12.5;12.5;12.15272635;7410;6010;77.10489;95;95;50;1.75;0.99;0.11
8;206568;7953.75;6591.25;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.73;0.08
8;206569;7953.75;6591.25;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0;0.03
6;206570;7953.75;6591.25;334.6930634;12.5;12.5;9.82365319;7410;6010;77.10489;95;95;50;2.01;0.49;0.06
8;206570;7953.75;6591.25;328.2687271;12.5;12.5;2.3276741;7410;6010;77.10489;95;95;50;1.75;0.49;0.06
6;206571;7953.75;6591.25;340.3354057;12.5;12.5;1.46103137;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;206616;7953.75;6603.75;287.1506972;12.5;12.5;4.90838562;7410;6010;77.10489;95;95;50;1.75;0.54;0.07
8;206617;7953.75;6603.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.28;0.04
8;206618;7953.75;6603.75;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.84;0.09
8;206619;7953.75;6603.75;319.6141526;12.5;12.5;0.05772502;7410;6010;77.10489;95;95;50;1.75;2.87;0.23
6;206619;7953.75;6603.75;323.3739526;12.5;12.5;7.46187486;7410;6010;77.10489;95;95;50;2.01;2.87;0.23
8;206619;7953.75;6603.75;317.0950901;12.5;12.5;4.98040011;7410;6010;77.10489;95;95;50;1.75;2.87;0.23
6;206620;7953.75;6603.75;328.0839758;12.5;12.5;1.95817158;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;206666;7953.75;6616.25;285.6469654;12.5;12.5;7.91584917;7410;6010;77.10489;95;95;50;1.75;0.28;0.04
8;206667;7953.75;6616.25;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.84;0.14
8;206668;7953.75;6616.25;311.3763174;12.5;12.5;0.16632644;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
6;206668;7953.75;6616.25;313.0321853;12.5;12.5;3.14540939;7410;6010;77.10489;95;95;50;2.01;0.61;0.07
8;206668;7953.75;6616.25;306.6990221;12.5;12.5;9.18826417;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
6;206669;7953.75;6616.25;316.2371427;12.5;12.5;3.2645053;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;206716;7953.75;6628.75;284.1216893;12.5;12.5;10.96640137;7410;6010;77.10489;95;95;50;1.75;0.84;0.14
8;206717;7953.75;6628.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.61;0.08
6;206718;7953.75;6628.75;309.2918438;12.5;12.5;7.61031482;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;206718;7953.75;6628.75;303.4920331;12.5;12.5;2.77428622;7410;6010;77.10489;95;95;50;1.75;0;0.03
8;206765;7953.75;6641.25;276.2010485;12.5;12.5;1.80768299;7410;6010;77.10489;95;95;50;1.75;0.42;0.03
8;206766;7953.75;6641.25;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.3465;0.2
8;206767;7953.75;6641.25;294.4726247;12.5;12.5;9.73546938;7410;6010;77.10489;95;95;50;1.75;0;0.02
8;206815;7953.75;6653.75;274.8787596;12.5;12.5;4.45226075;7410;6010;77.10489;95;95;50;1.75;0.42;0.03
8;206816;7953.75;6653.75;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.3465;0.047
8;206817;7953.75;6653.75;292.0109156;12.5;12.5;4.81205119;7410;6010;77.10489;95;95;50;1.75;0;0.02
8;206865;7953.75;6666.25;274.1639916;12.5;12.5;5.88179674;7410;6010;77.10489;95;95;50;1.75;0.42;0.06
8;206866;7953.75;6666.25;289.2759355;12.5;12.5;0.6579091;7410;6010;77.10489;95;95;50;1.75;0.3465;0.047
8;206866;7953.75;6666.25;283.0259355;12.5;12.5;11.8420909;7410;6010;77.10489;95;95;50;1.75;0.3465;0.047
8;206867;7953.75;6666.25;290.2787106;12.5;12.5;1.3476412;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;206867;7953.75;6666.25;295.4232516;12.5;12.5;8.9414409;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;206915;7953.75;6678.75;273.2008792;12.5;12.5;7.80802153;7410;6010;77.10489;95;95;50;1.75;1.07;0.1
8;206916;7953.75;6678.75;288.3677855;12.5;12.5;0.90953706;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
6;206916;7953.75;6678.75;289.213722;12.5;12.5;0.78233598;7410;6010;77.10489;95;95;50;2.01;0.61;0.07
8;206916;7953.75;6678.75;282.5089535;12.5;12.5;10.80812696;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
6;206917;7953.75;6678.75;293.0985384;12.5;12.5;6.98729685;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;206965;7953.75;6691.25;272.6448131;12.5;12.5;8.92015373;7410;6010;77.10489;95;95;50;1.75;1.07;0.11
6;206966;7953.75;6691.25;287.9689349;12.5;12.5;3.27191024;7410;6010;77.10489;95;95;50;2.01;0.61;0.07
8;206966;7953.75;6691.25;281.7145823;12.5;12.5;9.21938458;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
6;206967;7953.75;6691.25;290.8266251;12.5;12.5;2.44347024;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;207015;7953.75;6703.75;271.0353351;12.5;12.5;12.13910981;7410;6010;77.10489;95;95;50;1.75;0.94;0.11
8;207016;7953.75;6703.75;281.7378315;12.5;12.5;2.95569229;7410;6010;77.10489;95;95;50;1.75;1.29;0.07
6;207016;7953.75;6703.75;284.2594459;12.5;12.5;2.08753649;7410;6010;77.10489;95;95;50;2.01;1.29;0.07
8;207016;7953.75;6703.75;278.6824377;12.5;12.5;3.15509531;7410;6010;77.10489;95;95;50;1.75;1.29;0.07
8;207064;7953.75;6716.25;262.7135412;12.5;12.5;3.78269756;7410;6010;77.10489;95;95;50;1.75;0;0
8;207065;7953.75;6716.25;270.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.94;0.11
8;207066;7953.75;6716.25;278.098166;12.5;12.5;1.98655202;7410;6010;77.10489;95;95;50;1.75;1.29;0.07
8;210972;7966.25;6503.75;362.0047426;12.5;12.5;5.20029482;7410;6010;77.10489;95;95;50;1.75;0;0
8;210973;7966.25;6503.75;365.2429588;12.5;12.5;1.27613761;7410;6010;77.10489;95;95;50;1.75;0;0
8;211022;7966.25;6516.25;357.9087219;12.5;12.5;7.58786472;7410;6010;77.10489;95;95;50;1.75;0;0
8;211071;7966.25;6528.75;350.9597008;12.5;12.5;2.29037835;7410;6010;77.10489;95;95;50;1.75;0;0.11
6;211072;7966.25;6528.75;361.9116405;12.5;12.5;5.38649906;7410;6010;77.10489;95;95;50;2.01;0.276;0.032
8;211072;7966.25;6528.75;355.230897;12.5;12.5;6.25201398;7410;6010;77.10489;95;95;50;1.75;0.276;0.032
6;211073;7966.25;6528.75;368.3562705;12.5;12.5;7.50276095;7410;6010;77.10489;95;95;50;2.01;0.56;0.01
8;211121;7966.25;6541.25;348.4576245;12.5;12.5;7.29453098;7410;6010;77.10489;95;95;50;1.75;0.56;0.04
6;211122;7966.25;6541.25;359.8763174;12.5;12.5;9.45714516;7410;6010;77.10489;95;95;50;2.01;0.56;0.06
8;211122;7966.25;6541.25;352.9361497;12.5;12.5;1.66251939;7410;6010;77.10489;95;95;50;1.75;0.56;0.06
6;211123;7966.25;6541.25;367.324229;12.5;12.5;5.43867799;7410;6010;77.10489;95;95;50;2.01;0.56;0.08
6;211171;7966.25;6553.75;349.7460432;12.5;12.5;4.71769353;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;211171;7966.25;6553.75;343.4675103;12.5;12.5;7.26633834;7410;6010;77.10489;95;95;50;1.75;0;0.03
6;211172;7966.25;6553.75;358.2845722;12.5;12.5;12.3593644;7410;6010;77.10489;95;95;50;2.01;2.8;0.2
8;211220;7966.25;6566.25;334.5930402;12.5;12.5;10.02369959;7410;6010;77.10489;95;95;50;1.75;1.24;0.12
6;211221;7966.25;6566.25;349.7343664;12.5;12.5;4.7410473;7410;6010;77.10489;95;95;50;2.01;0.75;0.09
8;211221;7966.25;6566.25;343.3186373;12.5;12.5;7.42749452;7410;6010;77.10489;95;95;50;1.75;0.75;0.09
6;211222;7966.25;6566.25;353.6956758;12.5;12.5;3.18157154;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;211268;7966.25;6578.75;311.1346382;12.5;12.5;6.94050351;7410;6010;77.10489;95;95;50;1.75;0.9;0.1
8;211269;7966.25;6578.75;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.43;0.13
8;211270;7966.25;6578.75;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.48;0.03
8;211271;7966.25;6578.75;348.2725412;12.5;12.5;0.02576889;7410;6010;77.10489;95;95;50;1.75;1.53;0.12
6;211271;7966.25;6578.75;350.1951578;12.5;12.5;3.81946437;7410;6010;77.10489;95;95;50;2.01;1.53;0.12
8;211271;7966.25;6578.75;343.9322734;12.5;12.5;8.65476674;7410;6010;77.10489;95;95;50;1.75;1.53;0.12
6;211272;7966.25;6578.75;352.7003582;12.5;12.5;1.19093645;7410;6010;77.10489;95;95;50;2.01;1.53;0.08
8;211317;7966.25;6591.25;297.5479618;12.5;12.5;9.11385638;7410;6010;77.10489;95;95;50;1.75;0.9;0.1
8;211318;7966.25;6591.25;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.8;0.08
8;211319;7966.25;6591.25;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.92;0.09
8;211320;7966.25;6591.25;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.42;0.06
6;211321;7966.25;6591.25;347.2227195;12.5;12.5;9.76434111;7410;6010;77.10489;95;95;50;2.01;2.73;0.18
8;211321;7966.25;6591.25;340.4515046;12.5;12.5;1.69322926;7410;6010;77.10489;95;95;50;1.75;2.73;0.18
6;211322;7966.25;6591.25;352.8815358;12.5;12.5;1.55329166;7410;6010;77.10489;95;95;50;2.01;0.07;0.04
8;211366;7966.25;6603.75;289.2834082;12.5;12.5;0.64296354;7410;6010;77.10489;95;95;50;1.75;0.9;0.1
8;211367;7966.25;6603.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.04;0.11
8;211368;7966.25;6603.75;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.92;0.09
8;211369;7966.25;6603.75;322.6899611;12.5;12.5;0.99717818;7410;6010;77.10489;95;95;50;1.75;0.08;0.02
6;211369;7966.25;6603.75;325.1467201;12.5;12.5;3.91633979;7410;6010;77.10489;95;95;50;2.01;0.08;0.02
8;211369;7966.25;6603.75;318.398131;12.5;12.5;7.58648203;7410;6010;77.10489;95;95;50;1.75;0.08;0.02
6;211370;7966.25;6603.75;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;2.01;0;0.16
6;211371;7966.25;6603.75;340.3684911;12.5;12.5;1.52720229;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;211416;7966.25;6616.25;288.9763121;12.5;12.5;1.25715584;7410;6010;77.10489;95;95;50;1.75;1.04;0.11
8;211417;7966.25;6616.25;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.58;0.07
8;211418;7966.25;6616.25;313.4089762;12.5;12.5;0.86105795;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;211418;7966.25;6616.25;314.2221976;12.5;12.5;0.76538482;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;211418;7966.25;6616.25;307.5416686;12.5;12.5;10.87355723;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;211419;7966.25;6616.25;319.8386762;12.5;12.5;10.46757236;7410;6010;77.10489;95;95;50;2.01;2.1;0.16
8;211466;7966.25;6628.75;288.3708851;12.5;12.5;2.46800975;7410;6010;77.10489;95;95;50;1.75;0.58;0.07
8;211467;7966.25;6628.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0;0.06
8;211468;7966.25;6628.75;311.2720247;12.5;12.5;0.54289562;7410;6010;77.10489;95;95;50;1.75;6.44;0.46
6;211468;7966.25;6628.75;313.0741813;12.5;12.5;3.0614175;7410;6010;77.10489;95;95;50;2.01;6.44;0.46
8;211468;7966.25;6628.75;306.5527334;12.5;12.5;8.89568689;7410;6010;77.10489;95;95;50;1.75;6.44;0.46
6;211469;7966.25;6628.75;317.7304451;12.5;12.5;6.25111027;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;211516;7966.25;6641.25;287.2494205;12.5;12.5;4.71093904;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;211517;7966.25;6641.25;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;6.44;0.46
8;211518;7966.25;6641.25;305.5417142;12.5;12.5;6.87364844;7410;6010;77.10489;95;95;50;1.75;0;0.141
8;211566;7966.25;6653.75;285.9103991;12.5;12.5;7.3889819;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;211567;7966.25;6653.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;211568;7966.25;6653.75;303.5857945;12.5;12.5;2.96180905;7410;6010;77.10489;95;95;50;1.75;0.47;0.03
8;211616;7966.25;6666.25;284.5495902;12.5;12.5;10.11059964;7410;6010;77.10489;95;95;50;1.75;0.61;0.13
8;211617;7966.25;6666.25;295.1307479;12.5;12.5;11.05171572;7410;6010;77.10489;95;95;50;1.75;0;0.02
8;211665;7966.25;6678.75;276.6147318;12.5;12.5;0.98031639;7410;6010;77.10489;95;95;50;1.75;1.07;0.1
8;211666;7966.25;6678.75;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;211667;7966.25;6678.75;295.9532603;12.5;12.5;0.81164054;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;211667;7966.25;6678.75;299.2319853;12.5;12.5;5.74580939;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;211667;7966.25;6678.75;292.576165;12.5;12.5;5.94255006;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;211668;7966.25;6678.75;303.2626663;12.5;12.5;2.31555255;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;211715;7966.25;6691.25;274.5254067;12.5;12.5;5.15896665;7410;6010;77.10489;95;95;50;1.75;1.07;0.11
8;211716;7966.25;6691.25;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;211717;7966.25;6691.25;290.5884343;12.5;12.5;1.87091475;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;211717;7966.25;6691.25;294.4500427;12.5;12.5;5.85230215;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;211717;7966.25;6691.25;289.6289334;12.5;12.5;0.04808687;7410;6010;77.10489;95;95;50;1.75;0;0.02
8;211765;7966.25;6703.75;272.3380868;12.5;12.5;9.53360634;7410;6010;77.10489;95;95;50;1.75;0.94;0.11
8;211766;7966.25;6703.75;282.9759572;12.5;12.5;4.90147121;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;211766;7966.25;6703.75;278.8150558;12.5;12.5;3.42033158;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;211766;7966.25;6703.75;285.93197;12.5;12.5;1.01055445;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;211814;7966.25;6716.25;264.1062706;12.5;12.5;0.99723877;7410;6010;77.10489;95;95;50;1.75;0;0
8;211815;7966.25;6716.25;270.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.94;0.11
8;211816;7966.25;6716.25;279.5465437;12.5;12.5;4.88330741;7410;6010;77.10489;95;95;50;1.75;1.29;0.07
8;215722;7978.75;6503.75;360.8002069;12.5;12.5;4.17561613;7410;6010;77.10489;95;95;50;1.75;0;0.01
8;215772;7978.75;6516.25;357.1576292;12.5;12.5;6.65655045;7410;6010;77.10489;95;95;50;1.75;0;0.01
8;215821;7978.75;6528.75;350.9773055;12.5;12.5;2.25516904;7410;6010;77.10489;95;95;50;1.75;0;0.01
6;215822;7978.75;6528.75;360.6017953;12.5;12.5;8.00618949;7410;6010;77.10489;95;95;50;2.01;0;0
8;215822;7978.75;6528.75;354.1589779;12.5;12.5;4.10817582;7410;6010;77.10489;95;95;50;1.75;0;0
6;215823;7978.75;6528.75;367.0902018;12.5;12.5;4.97062364;7410;6010;77.10489;95;95;50;2.01;0;0.09
8;215871;7978.75;6541.25;349.819587;12.5;12.5;4.5432082;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;215872;7978.75;6541.25;358.4211203;12.5;12.5;12.36753934;7410;6010;77.10489;95;95;50;2.01;0;0.02
6;215873;7978.75;6541.25;366.8810199;12.5;12.5;4.55225973;7410;6010;77.10489;95;95;50;2.01;0.03;0.18
6;215921;7978.75;6553.75;351.2243347;12.5;12.5;1.7611106;7410;6010;77.10489;95;95;50;2.01;0.13;0.03
8;215921;7978.75;6553.75;347.6489116;12.5;12.5;5.02611034;7410;6010;77.10489;95;95;50;1.75;0.13;0.03
6;215922;7978.75;6553.75;357.4834008;12.5;12.5;10.75702169;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;215970;7978.75;6566.25;335.7033298;12.5;12.5;7.80312038;7410;6010;77.10489;95;95;50;1.75;0.1;0.12
8;215971;7978.75;6566.25;345.5165188;12.5;12.5;11.82325765;7410;6010;77.10489;95;95;50;1.75;0.88;0.09
6;215972;7978.75;6566.25;354.744878;12.5;12.5;4.34732945;7410;6010;77.10489;95;95;50;2.01;1.21;0.07
8;216018;7978.75;6578.75;309.7780139;12.5;12.5;9.65375221;7410;6010;77.10489;95;95;50;1.75;0.66;0.06
8;216019;7978.75;6578.75;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.64;0.16
8;216020;7978.75;6578.75;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.48;0.07
8;216021;7978.75;6578.75;345.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.53;0.12
6;216022;7978.75;6578.75;356.3023581;12.5;12.5;2.47377821;7410;6010;77.10489;95;95;50;2.01;0.91;0.08
8;216022;7978.75;6578.75;353.0703467;12.5;12.5;1.93091335;7410;6010;77.10489;95;95;50;1.75;0.91;0.08
8;216067;7978.75;6591.25;299.2970625;12.5;12.5;5.61565495;7410;6010;77.10489;95;95;50;1.75;0.9;0.1
8;216068;7978.75;6591.25;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.72;0.08
8;216069;7978.75;6591.25;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.92;0.09
8;216070;7978.75;6591.25;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.09;0.13
6;216071;7978.75;6591.25;349.7842448;12.5;12.5;4.64129041;7410;6010;77.10489;95;95;50;2.01;0;0.18
8;216071;7978.75;6591.25;343.3315747;12.5;12.5;7.45336945;7410;6010;77.10489;95;95;50;1.75;0;0.18
6;216072;7978.75;6591.25;356.1911907;12.5;12.5;8.17260145;7410;6010;77.10489;95;95;50;2.01;0.21;0.04
8;216117;7978.75;6603.75;298.8426782;12.5;12.5;6.52442355;7410;6010;77.10489;95;95;50;1.75;1.04;0.11
8;216118;7978.75;6603.75;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.92;0.09
6;216119;7978.75;6603.75;324.4294271;12.5;12.5;5.35092579;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;216119;7978.75;6603.75;318.1683059;12.5;12.5;7.12683178;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;216120;7978.75;6603.75;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;2.01;2.1;0.16
6;216121;7978.75;6603.75;345.2394518;12.5;12.5;11.26912366;7410;6010;77.10489;95;95;50;2.01;1.26;0.05
8;216167;7978.75;6616.25;299.3270941;12.5;12.5;5.5555918;7410;6010;77.10489;95;95;50;1.75;0.58;0.07
8;216168;7978.75;6616.25;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;216169;7978.75;6616.25;322.0345527;12.5;12.5;10.14067457;7410;6010;77.10489;95;95;50;2.01;2.1;0.16
8;216169;7978.75;6616.25;315.7807171;12.5;12.5;2.35165424;7410;6010;77.10489;95;95;50;1.75;2.1;0.16
6;216170;7978.75;6616.25;328.3798866;12.5;12.5;2.54999324;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;216217;7978.75;6628.75;298.9639344;12.5;12.5;6.28191123;7410;6010;77.10489;95;95;50;1.75;0;0
8;216218;7978.75;6628.75;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;6.44;0.46
6;216219;7978.75;6628.75;322.3887446;12.5;12.5;9.43229071;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;216219;7978.75;6628.75;316.1317941;12.5;12.5;3.05380817;7410;6010;77.10489;95;95;50;1.75;0;0.03
6;216220;7978.75;6628.75;327.7149445;12.5;12.5;1.22010899;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;216267;7978.75;6641.25;297.6149077;12.5;12.5;8.97996459;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;216268;7978.75;6641.25;308.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0;0.07
8;216269;7978.75;6641.25;316.6746723;12.5;12.5;1.69179178;7410;6010;77.10489;95;95;50;1.75;0;0.03
6;216269;7978.75;6641.25;322.3127291;12.5;12.5;9.58432183;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;216269;7978.75;6641.25;315.2168332;12.5;12.5;1.22388639;7410;6010;77.10489;95;95;50;1.75;0;0.03
6;216270;7978.75;6641.25;328.0140054;12.5;12.5;1.81823077;7410;6010;77.10489;95;95;50;2.01;0;0.03
8;216316;7978.75;6653.75;289.5028194;12.5;12.5;0.20414119;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;216317;7978.75;6653.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;216318;7978.75;6653.75;308.1301285;12.5;12.5;12.05047697;7410;6010;77.10489;95;95;50;1.75;0.47;0.09
8;216366;7978.75;6666.25;287.2329517;12.5;12.5;4.7438767;7410;6010;77.10489;95;95;50;1.75;0.07;0.03
8;216367;7978.75;6666.25;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.25;0.04
8;216368;7978.75;6666.25;305.3988188;12.5;12.5;6.58785765;7410;6010;77.10489;95;95;50;1.75;0.47;0.06
8;216416;7978.75;6678.75;284.6593651;12.5;12.5;9.89104983;7410;6010;77.10489;95;95;50;1.75;0.61;0.1
8;216417;7978.75;6678.75;295.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;1.23;0.11
8;216418;7978.75;6678.75;302.2533282;12.5;12.5;0.29687638;7410;6010;77.10489;95;95;50;1.75;0.14;0.04
8;216465;7978.75;6691.25;275.7690816;12.5;12.5;2.67161687;7410;6010;77.10489;95;95;50;1.75;1.07;0.11
8;216466;7978.75;6691.25;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;216467;7978.75;6691.25;292.7475097;12.5;12.5;6.28523932;7410;6010;77.10489;95;95;50;1.75;0;0.32
8;216515;7978.75;6703.75;273.4283381;12.5;12.5;7.3531039;7410;6010;77.10489;95;95;50;1.75;1.07;0.11
8;216516;7978.75;6703.75;283.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;216517;7978.75;6703.75;289.7192352;12.5;12.5;0.22869044;7410;6010;77.10489;95;95;50;1.75;0;0.02
8;216566;7978.75;6716.25;282.3407251;12.5;12.5;5.05371137;7410;6010;77.10489;95;95;50;1.75;0.61;0.07
8;220522;7991.25;6516.25;356.2269926;12.5;12.5;6.78177504;7410;6010;77.10489;95;95;50;1.75;0;0.01
8;220571;7991.25;6528.75;350.324462;12.5;12.5;3.56085592;7410;6010;77.10489;95;95;50;1.75;0;0
6;220572;7991.25;6528.75;360.0590832;12.5;12.5;9.09161364;7410;6010;77.10489;95;95;50;2.01;0.77;0.075
8;220572;7991.25;6528.75;353.7703321;12.5;12.5;3.33088412;7410;6010;77.10489;95;95;50;1.75;0.77;0.075
6;220573;7991.25;6528.75;365.8246888;12.5;12.5;2.43959756;7410;6010;77.10489;95;95;50;2.01;3.71;0.06
8;220621;7991.25;6541.25;351.2085671;12.5;12.5;0.15096685;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;220621;7991.25;6541.25;351.6944703;12.5;12.5;0.82083943;7410;6010;77.10489;95;95;50;2.01;0;0.02
8;220621;7991.25;6541.25;346.7113708;12.5;12.5;8.84342576;7410;6010;77.10489;95;95;50;1.75;0;0.02
6;220622;7991.25;6541.25;358.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;2.01;3.71;0.02
6;220623;7991.25;6541.25;366.9527658;12.5;12.5;4.69575157;7410;6010;77.10489;95;95;50;2.01;0;0.18
8;220670;7991.25;6553.75;336.2086145;12.5;12.5;6.79255104;7410;6010;77.10489;95;95;50;1.75;0.19;0.02
6;220671;7991.25;6553.75;351.0071045;12.5;12.5;2.19557097;7410;6010;77.10489;95;95;50;2.01;1.26;0.12
8;220671;7991.25;6553.75;343.7355365;12.5;12.5;8.26129308;7410;6010;77.10489;95;95;50;1.75;1.26;0.12
6;220672;7991.25;6553.75;357.6189418;12.5;12.5;11.02810355;7410;6010;77.10489;95;95;50;2.01;1.12;0.02
8;220718;7991.25;6566.25;313.3490904;12.5;12.5;2.51159916;7410;6010;77.10489;95;95;50;1.75;0.71;0.08
8;220719;7991.25;6566.25;320.85489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.51;0.06
8;220720;7991.25;6566.25;333.35489;12.5;12.5;12.5;7410;6010;77.10489;95;95;50;1.75;0.88;0.12
6;220721;7991.25;6566.25;350.9709736;12.5;12.5;2.26783285;7410;6010;77.10489;95;95;50;2.01;1.26;0.18
8;220721;7991.25;6566.25;342.8511452;12.5;12.5;6.4925103;7410;6010;77.10489;95;95;50;1.75;1.26;0.18
6;220722;7991.25;6566.25;355.0928614;12.5;12.5;5.97594287;7410;6010;77.10489;95;95;50;2.01;3.5;0.26
